Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
17,USA Midwest,Seminole,Oklahoma,WJ5F,,444.8,DUP+,5,FM,TONE,100.0Hz,YES,Approximate,35.22,-96.67,0:00
17,USA Midwest,Seminole,Oklahoma,WJ5F,,147.195,DUP+,0.6,FM,TONE,141.3Hz,YES,Approximate,35.22,-96.67,0:00
17,USA Midwest,Seward,Oklahoma,KA5LSU,,145.17,DUP-,0.6,FM,TONE,100.0Hz,YES,Approximate,35.8,-97.48,0:00
17,USA Midwest,Seward,Oklahoma,KA5LSU,,442.075,DUP+,5,FM,OFF,88.5Hz,YES,Approximate,35.8,-97.48,0:00
17,USA Midwest,Sharon,Oklahoma,N5WO,,147.36,DUP+,0.6,FM,TONE,88.5Hz,YES,Approximate,36.27,-99.33,0:00
17,USA Midwest,Shawnee,Oklahoma,W5SXA,,145.39,DUP-,0.6,FM,TSQL,131.8Hz,YES,Approximate,35.32,-96.92,0:00
17,USA Midwest,Shawnee- Shawnee,Oklahoma,KG5BGO,,145.19,DUP-,0.6,FM,TSQL,131.8Hz,YES,Approximate,35.31,-97.09,0:00
17,USA Midwest,Skiatook- 3-10 Y,Oklahoma,WA5LVT,,444.725,DUP+,5,FM,TSQL,88.5Hz,YES,Approximate,36.37,-96,0:00
17,USA Midwest,Stillwater,Oklahoma,K5FVL,,147.255,DUP+,0.6,FM,TONE,107.2Hz,YES,Approximate,36.11,-97.06,0:00
17,USA Midwest,Stillwater,Oklahoma,K5FVL,,444.525,DUP+,5,FM,TSQL,88.5Hz,YES,Approximate,36.11,-97.05,0:00
17,USA Midwest,Stillwater,Oklahoma,K5SRC,,145.35,DUP-,0.6,FM,TONE,107.2Hz,YES,Approximate,36.11,-97.05,0:00
17,USA Midwest,Stillwater,Oklahoma,W5YJ,,146.715,DUP-,0.6,FM,TSQL,88.5Hz,YES,Approximate,36.11,-97.05,0:00
17,USA Midwest,Stillwater,Oklahoma,W5YJ,,443.875,DUP+,5,FM,TONE,88.5Hz,YES,Approximate,36.11,-97.05,0:00
17,USA Midwest,Tahlequah,Oklahoma,N5ROX,,147.24,DUP+,0.6,FM,TSQL,88.5Hz,YES,Approximate,35.91,-94.99,0:00
17,USA Midwest,Tahlequah,Oklahoma,N5ROX,,442.225,DUP+,5.05,FM,TSQL,88.5Hz,YES,Approximate,35.92,-94.97,0:00
17,USA Midwest,Talihina- Sycamo,Oklahoma,N5CST,,145.41,DUP-,0.6,FM,TONE,88.5Hz,YES,Approximate,34.78,-94.89,0:00
17,USA Midwest,Tecumseh,Oklahoma,K5DOK,,145.29,DUP-,0.6,FM,TONE,141.3Hz,YES,Approximate,35.26,-96.93,0:00
17,USA Midwest,Tecumseh,Oklahoma,KD5WAV,,146.625,DUP-,0.6,FM,TSQL,131.8Hz,YES,Approximate,35.26,-96.93,0:00
17,USA Midwest,The Village,Oklahoma,KB5QND,,443.4,DUP+,5,FM,TONE,141.3Hz,YES,Approximate,35.57,-97.55,0:00
17,USA Midwest,Tulsa,Oklahoma,K5JME,,147,DUP+,0.6,FM,OFF,88.5Hz,YES,Approximate,36.18,-95.84,0:00
17,USA Midwest,Tulsa,Oklahoma,K5LAD,,444.3,DUP+,5,FM,TSQL,100.0Hz,YES,Approximate,36.27,-95.85,0:00
17,USA Midwest,Tulsa,Oklahoma,KC5FCA,,444.45,DUP+,5,FM,OFF,88.5Hz,YES,Approximate,36.16,-95.99,0:00
17,USA Midwest,Tulsa,Oklahoma,KC5TJT,,147.285,DUP+,0.6,FM,TONE,88.5Hz,YES,Approximate,36.16,-95.99,0:00
17,USA Midwest,Tulsa,Oklahoma,WA5LVT,,146.805,DUP-,0.6,FM,TONE,88.5Hz,YES,Approximate,36.07,-95.91,0:00
17,USA Midwest,Tulsa- Reservoir,Oklahoma,WT5EOC,,146.835,DUP-,0.6,FM,TSQL,103.5Hz,YES,Approximate,36.19,-96,0:00
17,USA Midwest,Velma,Oklahoma,KC5JCO,,444.95,DUP+,5,FM,OFF,88.5Hz,YES,Approximate,34.47,-97.67,0:00
17,USA Midwest,Vici,Oklahoma,N5WO,,444.95,DUP+,5,FM,TONE,88.5Hz,YES,Approximate,36.15,-99.29,0:00
17,USA Midwest,Vinita,Oklahoma,KC5VVT,,444.375,DUP+,5,FM,TONE,88.5Hz,YES,Approximate,36.63,-95.15,0:00
17,USA Midwest,Vinita,Oklahoma,NO5RA,,147.36,DUP+,0.6,FM,TONE,88.5Hz,YES,Approximate,36.63,-95.15,0:00
17,USA Midwest,Watonga,Oklahoma,K5GSM,,442.375,DUP+,5,FM,OFF,88.5Hz,YES,Approximate,35.86,-98.57,0:00
17,USA Midwest,Weatherford,Oklahoma,KB5TOO,,147.075,DUP+,0.6,FM,OFF,88.5Hz,YES,Approximate,35.53,-98.7,0:00
17,USA Midwest,Wilburton,Oklahoma,KL7JW,,146.625,DUP-,0.6,FM,TONE,88.5Hz,YES,Approximate,34.89,-95.32,0:00
17,USA Midwest,Winchester,Oklahoma,N5LW,,147.15,DUP+,0.6,FM,TONE,88.5Hz,YES,Approximate,35.8,-95.98,0:00
17,USA Midwest,Woodward,Oklahoma,K5GUD,,444.875,DUP+,5,FM,TSQL,103.5Hz,YES,Approximate,36.44,-99.2,0:00
17,USA Midwest,Woodward,Oklahoma,N5DFQ,,442.2,DUP+,5,FM,TONE,88.5Hz,YES,Approximate,36.44,-99.39,0:00
17,USA Midwest,Allen,Texas,AA5CT,,442.55,DUP+,5,FM,OFF,88.5Hz,YES,Approximate,33.1,-96.67,0:00
17,USA Midwest,Allen,Texas,K5PRK,,147.18,DUP+,0.6,FM,TSQL,107.2Hz,YES,Approximate,33.11,-96.67,0:00
17,USA Midwest,Allen,Texas,N5LTN,,441.5,DUP+,5,FM,TONE,110.9Hz,YES,Approximate,33.1,-96.67,0:00
17,USA Midwest,Allen- Prestige,Texas,N5UIG,,441.3,DUP+,5,FM,TONE,179.9Hz,YES,Approximate,33.11,-96.67,0:00
17,USA Midwest,Arlington,Texas,K5SLD,,147.14,DUP+,0.6,FM,TSQL,110.9Hz,YES,Approximate,32.73,-97.1,0:00
17,USA Midwest,Arlington,Texas,N4MSE,,442.75,DUP+,5,FM,TONE,127.3Hz,YES,Approximate,32.74,-97.1,0:00
17,USA Midwest,Arlington,Texas,WD5DBB,,146.86,DUP-,0.6,FM,TONE,110.9Hz,YES,Approximate,32.74,-97.1,0:00
17,USA Midwest,Aubrey,Texas,K5RNB,,145.23,DUP-,0.6,FM,TSQL,100.0Hz,YES,Approximate,33.31,-96.98,0:00
17,USA Midwest,Azle,Texas,WB5IDM,,147.16,DUP+,0.6,FM,TONE,110.9Hz,YES,Approximate,32.9,-97.54,0:00
17,USA Midwest,Azle,Texas,WB5IDM,,442.15,DUP+,5,FM,TONE,110.9Hz,YES,Approximate,32.9,-97.57,0:00
17,USA Midwest,Bedford,Texas,N5VAV,,442.825,DUP+,5,FM,TONE,110.9Hz,YES,Approximate,32.85,-97.14,0:00
17,USA Midwest,Bowie,Texas,K1RKH,,145.39,DUP-,0.6,FM,TONE,192.8Hz,YES,Approximate,33.56,-97.85,0:00
17,USA Midwest,Bowie,Texas,WX5ARC,,147.32,DUP+,0.6,FM,TSQL,192.8Hz,YES,Approximate,33.56,-97.84,0:00
17,USA Midwest,Boyd- Courthouse,Texas,K5JEJ,,146.98,DUP-,0.6,FM,TONE,110.9Hz,YES,Approximate,33.24,-97.58,0:00
17,USA Midwest,Brookston,Texas,KD5HIS,,146.7,DUP-,0.6,FM,TONE,114.8Hz,YES,Approximate,33.63,-95.7,0:00
17,USA Midwest,Burkburnett,Texas,W5DAD,,146.7,DUP-,0.6,FM,TONE,192.8Hz,YES,Approximate,34.1,-98.57,0:00
17,USA Midwest,Byers,Texas,KF5DFD,,146.82,DUP-,0.6,FM,TONE,192.8Hz,YES,Approximate,34.07,-98.19,0:00
17,USA Midwest,Carrollton,Texas,K5MOT,,444.875,DUP+,5,FM,TONE,146.2Hz,YES,Approximate,33,-96.91,0:00
17,USA Midwest,Carrollton,Texas,KB5A,,145.21,DUP-,0.6,FM,TSQL,110.9Hz,YES,Approximate,32.98,-96.85,0:00
17,USA Midwest,Carrollton- Bayl,Texas,KB5A,,442.65,DUP+,5,FM,TSQL,110.9Hz,YES,Approximate,33.03,-96.88,0:00
17,USA Midwest,Celina,Texas,KE5UT,,444.5125,DUP+,5,FM,TSQL,123.0Hz,YES,Approximate,33.33,-96.78,0:00
17,USA Midwest,Childress,Texas,N5OX,,146.96,DUP-,0.6,FM,TONE,88.5Hz,YES,Approximate,34.43,-100.2,0:00
17,USA Midwest,Colleyville,Texas,N5SVZ,,442.95,DUP+,5,FM,TONE,110.9Hz,YES,Approximate,32.89,-97.15,0:00
17,USA Midwest,Colleyville,Texas,W5RV,,441.9,DUP+,5,FM,TONE,110.9Hz,YES,Approximate,32.89,-97.15,0:00
17,USA Midwest,Commerce,Texas,WB5MQP,,147.02,DUP+,0.6,FM,TONE,167.9Hz,YES,Approximate,33.24,-95.92,0:00
17,USA Midwest,Cumby,Texas,W5NL,,441.5,DUP+,5,FM,TONE,118.8Hz,YES,Approximate,33.14,-95.83,0:00
17,USA Midwest,Cumby,Texas,W5NL,,147.3,DUP+,0.6,FM,TONE,118.8Hz,YES,Approximate,33.14,-95.83,0:00
17,USA Midwest,Dallas,Texas,AB5U,,441.95,DUP+,5,FM,TONE,162.2Hz,YES,Approximate,32.81,-96.76,0:00
17,USA Midwest,Dallas,Texas,K5AHT,,146.64,DUP-,0.6,FM,TONE,118.8Hz,YES,Approximate,32.81,-96.76,0:00
17,USA Midwest,Dallas,Texas,KA5CTN,,145.19,DUP-,0.6,FM,TONE,110.9Hz,YES,Approximate,32.81,-96.76,0:00
17,USA Midwest,Dallas,Texas,KG5LL,,441.55,DUP+,5,FM,TONE,110.9Hz,YES,Approximate,32.81,-96.76,0:00
17,USA Midwest,Dallas,Texas,N5ARC,,442.5,DUP+,5,FM,TSQL,110.9Hz,YES,Approximate,32.81,-96.76,0:00
17,USA Midwest,Dallas,Texas,N5DA,,443,DUP+,5,FM,TSQL,110.9Hz,YES,Approximate,32.81,-96.76,0:00
17,USA Midwest,Dallas,Texas,W5DCR,,442.075,DUP+,5,FM,TSQL,110.9Hz,YES,Approximate,32.81,-96.76,0:00
17,USA Midwest,Dallas,Texas,W5DCR,,146.96,DUP-,0.6,FM,TSQL,110.9Hz,YES,Approximate,32.81,-96.76,0:00
17,USA Midwest,Dallas,Texas,W5EBQ,,440.6375,DUP+,5,FM,OFF,88.5Hz,YES,Approximate,32.81,-96.76,0:00
17,USA Midwest,Dallas,Texas,W5EBQ,,52.59,DUP-,1,FM,TONE,110.9Hz,YES,Approximate,32.81,-96.76,0:00
17,USA Midwest,Dallas,Texas,W5FC,,442.425,DUP+,5,FM,TSQL,110.9Hz,YES,Approximate,32.81,-96.76,0:00
17,USA Midwest,Dallas,Texas,W5FC,,146.88,DUP-,0.6,FM,TSQL,110.9Hz,YES,Approximate,32.79,-96.8,0:00
17,USA Midwest,Dallas- Green Bu,Texas,W5EBQ,,146.7,DUP-,0.6,FM,TSQL,110.9Hz,YES,Approximate,32.81,-96.76,0:00
17,USA Midwest,Decatur,Texas,W5KFC,,146.78,DUP-,0.6,FM,TONE,131.8Hz,YES,Approximate,33.24,-97.58,0:00
17,USA Midwest,Decatur,Texas,WQ5A,,442.6,DUP+,5,FM,TONE,131.8Hz,YES,Approximate,33.24,-97.58,0:00
17,USA Midwest,Denton,Texas,W5NGU,,441.325,DUP+,5,FM,TONE,88.5Hz,YES,Approximate,33.22,-97.13,0:00
17,USA Midwest,Denton- EOC,Texas,W5FKN,,145.17,DUP-,0.6,FM,TSQL,110.9Hz,YES,Approximate,33.14,-97.1,0:00
17,USA Midwest,Denton- Guinn Ha,Texas,W5NGU,,146.92,DUP-,0.6,FM,TSQL,110.9Hz,YES,Approximate,33.22,-97.13,0:00
17,USA Midwest,Euless,Texas,W5EUL,,442.9,DUP+,5,FM,TONE,110.9Hz,YES,Approximate,32.84,-97.08,0:00
17,USA Midwest,Fort Worth,Texas,K5AMM,,441.675,DUP+,5,FM,TONE,88.5Hz,YES,Approximate,32.73,-97.32,0:00
17,USA Midwest,Fort Worth,Texas,K5COW,,147.28,DUP+,0.6,FM,TSQL,110.9Hz,YES,Approximate,32.71,-97.45,0:00
17,USA Midwest,Fort Worth,Texas,K5FTW,,146.94,DUP-,0.6,FM,TONE,110.9Hz,YES,Approximate,32.72,-97.32,0:00
17,USA Midwest,Fort Worth,Texas,K5HIT,,442.225,DUP+,5.05,FM,TONE,110.9Hz,YES,Approximate,32.73,-97.32,0:00
17,USA Midwest,Fort Worth,Texas,K5MOT,,147.32,DUP+,0.6,FM,TSQL,110.9Hz,YES,Approximate,32.73,-97.32,0:00
17,USA Midwest,Fort Worth,Texas,K5SXK,,53.15,DUP-,1,FM,TONE,110.9Hz,YES,Approximate,32.73,-97.32,0:00
17,USA Midwest,Fort Worth,Texas,KA5GFH,,442.125,DUP+,5,FM,TSQL,156.7Hz,YES,Approximate,32.73,-97.32,0:00
17,USA Midwest,Fort Worth,Texas,KF5LOG,,147.54,DUP-,0,FM,TONE,110.9Hz,YES,Approximate,32.83,-97.42,0:00
17,USA Midwest,Fort Worth,Texas,N5UA,,442.975,DUP+,5,FM,TSQL,110.9Hz,YES,Approximate,32.73,-97.32,0:00
17,USA Midwest,Fort Worth,Texas,N5UN,,423.975,DUP+,5,FM,TONE,156.7Hz,YES,Approximate,32.73,-97.32,0:00
17,USA Midwest,Fort Worth,Texas,W5DFW,,29.66,DUP-,0.1,FM,TSQL,192.8Hz,YES,Approximate,32.73,-97.32,0:00
17,USA Midwest,Fort Worth,Texas,W5FA,,145.33,DUP-,0.6,FM,TSQL,110.9Hz,YES,Approximate,32.73,-97.32,0:00
17,USA Midwest,Fort Worth,Texas,W5FA,,444.9,DUP+,5,FM,TSQL,110.9Hz,YES,Approximate,32.79,-97.25,0:00
17,USA Midwest,Fort Worth,Texas,W5SH,,146.84,DUP-,0.6,FM,TONE,110.9Hz,YES,Approximate,32.73,-97.32,0:00
17,USA Midwest,Fort Worth- Nort,Texas,K5COW,,442.2,DUP+,5,FM,TSQL,110.9Hz,YES,Approximate,32.71,-97.46,0:00
17,USA Midwest,Gainesville,Texas,K5AGG,,145.29,DUP-,0.6,FM,TONE,100.0Hz,YES,Approximate,33.63,-97.13,0:00
17,USA Midwest,Gainesville,Texas,WB5FHI,,442.775,DUP+,5,FM,TONE,100.0Hz,YES,Approximate,33.63,-97.13,0:00
17,USA Midwest,Gainesville,Texas,WB5FHI,,147.34,DUP+,0.6,FM,TONE,100.0Hz,YES,Approximate,33.63,-97.13,0:00
17,USA Midwest,Garland,Texas,K5QBM,,147.24,DUP+,0.6,FM,TONE,110.9Hz,YES,Approximate,32.92,-96.63,0:00
17,USA Midwest,Garland,Texas,K5QHD,,146.66,DUP-,0.6,FM,TSQL,110.9Hz,YES,Approximate,32.92,-96.63,0:00
17,USA Midwest,Garland,Texas,K5QHD,,442.7,DUP+,5,FM,TSQL,110.9Hz,YES,Approximate,32.92,-96.63,0:00
17,USA Midwest,Graham,Texas,K7KAB,,147.34,DUP+,0.6,FM,OFF,88.5Hz,YES,Approximate,33.11,-98.58,0:00
17,USA Midwest,Graham,Texas,N5SMX,,147,DUP+,0.6,FM,TONE,110.9Hz,YES,Approximate,33.11,-98.58,0:00
17,USA Midwest,Grapevine,Texas,N5EOC,,145.4,DUP-,0.6,FM,TSQL,110.9Hz,YES,Approximate,32.94,-97.09,0:00
